GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,Unnamed: 130
860Z200US58045,ZCTA5 58045,950,80,3.2,3.2,4.2,2.8,3.7,2.1,5.2,3.2,10.2,4.3,19.9,6.3,10.4,3.6,26.6,6.4,7.2,3.4,9.5,3.7,79250,8828,105264,12096,43.2,(X),(X),(X),(X),(X),559,77,0.0,4.4,2.3,2.6,1.3,1.4,2.5,2.5,4.8,4.9,14.8,6.4,9.3,4.8,38.3,9.0,12.2,5.4,14.5,6.0,123750,17111,137379,16667,(X),(X),37.9,(X),(X),(X),498,81,0.0,4.9,2.6,3.0,0.0,4.9,2.2,2.6,4.4,5.2,11.6,5.9,7.6,4.7,41.6,9.2,13.7,5.9,16.3,6.9,130000,13810,N,N,(X),(X),(X),(X),(X),(X),391,75,7.7,7.5,6.9,6.0,7.2,4.3,9.0,7.1,17.9,7.7,28.4,10.8,12.0,6.6,9.5,6.8,0.0,6.2,1.5,1.8,52614,11497,55820,9201,(X),(X),(X),(X),50.6,(X),
860Z200US38257,ZCTA5 38257,1822,180,2.4,1.7,8.9,4.9,9.8,3.2,8.0,3.5,12.5,5.9,21.8,6.4,15.6,4.8,13.1,4.4,3.5,2.4,4.4,3.0,56527,4782,80417,17004,28.0,(X),(X),(X),(X),(X),1277,183,2.2,3.0,6.3,4.2,4.0,2.6,8.1,4.8,14.3,7.7,21.4,7.9,17.8,6.0,15.3,5.6,4.4,3.3,6.3,4.3,61632,18505,94272,24853,(X),(X),25.5,(X),(X),(X),920,157,0.0,4.5,3.8,4.3,1.4,1.6,5.9,5.0,4.1,3.2,27.6,10.4,21.2,7.7,21.2,8.0,6.1,4.5,8.7,5.8,82321,9680,N,N,(X),(X),(X),(X),(X),(X),545,126,7.2,5.7,15.0,10.8,23.3,8.7,13.8,6.8,6.6,4.2,18.0,8.9,8.1,6.9,6.6,6.0,1.5,2.5,0.0,7.5,28417,6576,43068,8263,(X),(X),(X),(X),32.1,(X),
860Z200US63771,ZCTA5 63771,922,139,5.2,3.1,5.0,2.8,8.7,4.2,11.4,3.6,7.5,3.6,23.3,5.6,15.8,6.2,16.6,6.4,4.3,2.8,2.2,1.5,66800,6043,76276,8450,38.9,(X),(X),(X),(X),(X),699,123,6.0,4.0,2.0,1.7,7.3,4.5,12.4,4.3,5.4,3.1,18.9,5.8,18.7,7.4,20.7,8.1,5.7,3.7,2.7,1.9,72228,11206,84309,9949,(X),(X),42.9,(X),(X),(X),478,92,2.1,3.3,1.0,1.5,1.7,2.2,7.1,4.1,4.6,3.6,22.4,7.5,27.4,10.0,21.3,7.5,8.4,5.5,4.0,2.8,83088,5164,N,N,(X),(X),(X),(X),(X),(X),223,72,7.6,6.4,14.3,10.0,16.6,9.4,13.0,9.5,13.5,11.3,25.6,13.0,6.7,7.5,2.2,3.4,0.0,13.5,0.4,1.0,32063,21975,44877,11766,(X),(X),(X),(X),26.5,(X),
860Z200US16321,ZCTA5 16321,9,8,0.0,95.0,0.0,95.0,33.3,39.3,22.2,35.0,0.0,95.0,33.3,40.3,11.1,23.3,0.0,95.0,0.0,95.0,0.0,95.0,-,**,44833,17324,22.2,(X),(X),(X),(X),(X),1,2,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,(X),(X),0.0,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,N,N,(X),(X),(X),(X),(X),(X),8,8,0.0,100.0,0.0,100.0,37.5,43.5,25.0,37.1,0.0,100.0,37.5,43.2,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,31250,29111,39600,15738,(X),(X),(X),(X),25.0,(X),
860Z200US16041,ZCTA5 16041,738,116,7.9,5.4,2.0,1.5,7.9,3.8,8.7,3.4,9.9,3.9,17.1,5.2,13.3,5.2,12.7,4.0,16.5,10.6,4.1,2.7,68750,10568,88528,13618,35.9,(X),(X),(X),(X),(X),524,102,3.4,3.3,1.1,1.2,5.5,4.1,6.7,4.1,10.3,4.7,15.8,5.0,15.5,7.0,14.5,5.4,23.3,13.8,3.8,2.3,82105,22145,103729,15088,(X),(X),32.8,(X),(X),(X),427,101,2.1,2.7,1.2,1.3,1.9,2.1,6.8,4.7,8.9,4.5,13.8,5.3,16.6,8.1,16.4,6.7,27.6,16.0,4.7,3.0,99276,23006,N,N,(X),(X),(X),(X),(X),(X),214,61,18.7,15.5,4.2,4.4,18.2,9.5,13.6,7.8,8.9,6.1,15.4,7.7,10.3,10.1,6.1,4.1,0.0,13.1,4.7,7.2,33684,8201,47980,15845,(X),(X),(X),(X),43.0,(X),
860Z200US18055,ZCTA5 18055,4727,291,3.3,1.7,1.6,1.1,5.8,2.5,3.8,1.4,10.1,3.1,14.1,3.4,14.7,3.1,25.9,5.0,9.5,2.3,11.1,2.9,90087,12695,122725,15374,35.1,(X),(X),(X),(X),(X),3128,284,1.0,1.2,0.0,1.0,0.6,0.6,3.1,1.5,5.5,2.6,11.1,3.9,18.3,4.1,32.6,6.3,14.3,3.5,13.4,3.9,111766,7646,151362,22375,(X),(X),34.7,(X),(X),(X),2484,274,0.3,0.5,0.0,1.2,0.3,0.5,2.3,1.5,3.2,1.9,10.2,3.4,17.0,4.6,33.7,7.4,16.1,4.4,16.9,4.9,122763,22369,N,N,(X),(X),(X),(X),(X),(X),1599,213,7.8,4.6,4.6,3.3,16.1,6.5,5.3,2.9,21.1,6.5,20.8,6.4,7.6,3.5,11.3,5.3,2.1,1.6,3.2,2.4,45457,5630,61144,9870,(X),(X),(X),(X),34.5,(X),
860Z200US11793,ZCTA5 11793,10430,481,1.9,0.9,0.7,0.4,3.5,1.7,3.0,1.4,3.4,1.5,7.4,1.6,7.8,2.4,16.0,2.7,18.9,3.0,37.4,3.3,168519,10085,182371,9501,37.8,(X),(X),(X),(X),(X),8500,457,0.7,0.5,0.5,0.4,1.6,0.9,1.6,1.1,3.1,1.7,5.0,1.7,7.5,2.5,16.4,3.1,21.2,3.6,42.4,3.7,186205,11442,202004,10430,(X),(X),37.0,(X),(X),(X),7210,430,0.8,0.6,0.2,0.3,1.4,0.9,1.2,1.1,2.3,1.6,4.1,1.5,5.4,1.9,15.1,3.3,22.9,4.0,46.5,4.1,193706,6800,N,N,(X),(X),(X),(X),(X),(X),1930,317,6.9,5.0,1.8,1.5,12.2,7.0,9.1,4.9,4.8,2.7,17.7,6.4,15.4,9.1,15.1,6.3,7.9,5.6,9.1,5.8,73506,11176,86206,12692,(X),(X),(X),(X),38.7,(X),
860Z200US36046,ZCTA5 36046,551,127,5.1,4.7,6.7,6.3,14.5,11.3,18.0,12.2,15.2,9.0,20.3,11.2,4.4,4.2,8.9,5.9,3.8,3.9,3.1,4.6,43875,14004,61497,14937,28.7,(X),(X),(X),(X),(X),305,76,0.0,12.3,2.3,3.7,9.8,9.4,8.9,10.7,15.7,10.5,26.9,12.3,7.9,7.2,16.1,9.8,6.9,6.9,5.6,8.2,71359,9970,88886,26002,(X),(X),32.5,(X),(X),(X),193,61,0.0,18.6,0.0,18.6,5.7,5.9,7.8,14.6,17.6,13.1,21.8,13.6,5.7,6.1,25.4,13.3,7.3,8.5,8.8,12.7,74345,45412,N,N,(X),(X),(X),(X),(X),(X),246,100,11.4,9.8,12.2,13.5,28.0,24.5,28.0,22.8,8.1,10.9,12.2,17.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,21250,16390,25892,6415,(X),(X),(X),(X),24.0,(X),
860Z200US26451,ZCTA5 26451,186,66,5.9,7.8,4.8,5.3,1.1,1.9,11.3,17.0,3.2,5.2,25.3,13.8,10.2,8.5,26.9,12.7,5.9,8.6,5.4,6.4,69000,43175,87994,19881,14.0,(X),(X),(X),(X),(X),138,51,0.0,23.5,2.2,4.5,1.4,2.6,0.0,23.5,5.8,7.9,29.7,16.4,13.8,11.2,31.9,16.0,8.0,10.9,7.2,8.4,95500,33208,104777,18516,(X),(X),18.8,(X),(X),(X),90,43,0.0,32.7,3.3,6.9,0.0,32.7,0.0,32.7,8.9,11.9,18.9,15.5,13.3,13.8,32.2,18.4,12.2,15.9,11.1,12.9,120313,36143,N,N,(X),(X),(X),(X),(X),(X),48,40,22.9,32.4,12.5,17.3,0.0,46.0,43.8,48.1,10.4,21.6,0.0,46.0,0.0,46.0,10.4,13.8,0.0,46.0,0.0,46.0,33333,24363,33448,15747,(X),(X),(X),(X),0.0,(X),
860Z200US85138,ZCTA5 85138,16280,717,2.1,0.7,1.3,0.6,1.2,0.4,3.6,1.0,6.4,1.6,20.4,3.0,19.5,2.6,25.3,3.0,11.1,2.2,9.0,2.6,93609,3175,108917,5428,38.3,(X),(X),(X),(X),(X),13009,671,2.3,1.0,1.1,0.7,1.0,0.5,1.7,0.9,6.2,1.7,20.6,3.3,20.0,3.0,25.7,3.7,11.6,2.5,9.8,3.2,96331,4986,112544,6641,(X),(X),36.9,(X),(X),(X),9902,620,0.8,0.6,0.6,0.6,1.0,0.7,1.6,1.1,4.2,1.5,17.6,3.6,18.9,3.1,28.7,4.8,14.8,3.2,11.6,3.9,109702,8400,N,N,(X),(X),(X),(X),(X),(X),3271,431,5.0,2.1,2.9,1.8,2.6,1.1,8.7,3.5,12.7,4.7,21.9,6.7,23.6,7.9,16.2,5.8,4.5,2.7,1.9,1.8,69533,9160,74944,5478,(X),(X),(X),(X),37.6,(X),
860Z200US45339,ZCTA5 45339,434,105,0.5,0.8,0.0,8.3,0.7,0.9,2.3,1.8,6.9,8.3,30.4,13.0,15.7,9.6,28.6,13.9,5.5,5.6,9.4,7.0,92500,26756,109921,19190,23.5,(X),(X),(X),(X),(X),271,84,0.7,1.4,0.0,12.9,0.0,12.9,2.2,2.4,0.4,0.9,24.4,14.3,12.9,10.3,35.8,18.6,8.5,8.9,15.1,10.9,108163,8558,133566,26364,(X),(X),25.1,(X),(X),(X),245,83,0.4,0.9,0.0,14.2,0.0,14.2,0.8,1.3,0.0,14.2,26.5,14.9,14.3,11.3,31.8,19.2,9.4,9.9,16.7,12.1,108112,9212,N,N,(X),(X),(X),(X),(X),(X),163,75,0.6,1.6,0.0,20.4,1.8,2.8,2.5,3.4,17.8,20.9,40.5,25.5,19.6,17.0,16.6,16.1,0.6,1.3,0.0,20.4,60787,11421,70207,12834,(X),(X),(X),(X),20.9,(X),
860Z200US18431,ZCTA5 18431,5403,319,2.6,1.2,3.2,1.5,10.8,4.3,14.0,4.6,13.3,3.6,21.5,4.6,12.2,2.2,12.2,2.4,6.0,1.5,4.3,1.2,55323,2900,74092,4891,38.4,(X),(X),(X),(X),(X),3291,225,1.2,1.7,3.1,2.1,4.3,2.8,10.3,4.8,12.9,3.6,21.1,4.9,16.2,3.4,16.0,3.2,8.8,2.2,6.0,1.8,71128,7471,89150,5364,(X),(X),41.8,(X),(X),(X),2509,225,0.0,1.2,3.4,2.6,2.6,2.4,11.5,6.0,7.6,2.5,19.4,4.4,18.2,3.9,18.3,4.0,11.4,2.8,7.7,2.3,81812,5540,N,N,(X),(X),(X),(X),(X),(X),2112,333,6.3,3.1,3.4,2.0,21.0,8.8,20.5,8.9,16.5,6.4,20.0,7.6,4.5,1.8,5.2,2.8,1.2,1.2,1.5,0.9,34412,5517,47206,5687,(X),(X),(X),(X),30.7,(X),
860Z200US74116,ZCTA5 74116,1390,140,9.4,4.5,7.1,3.6,5.0,2.3,6.8,3.1,17.4,4.6,19.4,5.4,12.9,4.9,9.5,3.5,5.0,2.8,7.6,6.1,56296,10743,74291,13187,46.4,(X),(X),(X),(X),(X),837,111,7.2,4.5,6.6,5.2,5.9,4.1,9.1,4.4,16.1,5.7,23.2,6.0,8.0,3.6,10.8,4.2,8.2,4.8,5.0,2.7,59107,12587,75635,10498,(X),(X),44.0,(X),(X),(X),458,94,0.0,5.3,2.2,2.5,4.6,4.7,5.0,4.9,16.6,7.8,24.5,7.3,11.6,5.5,14.2,5.7,15.1,7.9,6.3,4.0,72679,12821,N,N,(X),(X),(X),(X),(X),(X),553,127,16.6,9.3,10.1,7.1,5.2,4.5,6.3,4.3,16.5,7.3,9.2,6.6,17.5,10.5,7.6,5.8,0.0,4.4,10.8,15.1,43977,17111,66188,31467,(X),(X),(X),(X),46.1,(X),
860Z200US85724,ZCTA5 85724,0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X),
860Z200US82224,ZCTA5 82224,1,3,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,100.0,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),1,3,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,-,**,N,N,(X),(X),(X),(X),100.0,(X),
860Z200US32053,ZCTA5 32053,1279,173,9.5,6.4,4.9,4.0,10.4,5.8,20.8,10.2,10.7,5.8,13.2,5.6,13.6,5.8,13.3,6.9,1.2,1.7,2.4,2.0,40750,10286,61122,9249,41.4,(X),(X),(X),(X),(X),942,165,8.5,7.7,2.9,3.0,8.2,6.9,17.7,11.1,13.5,6.0,13.4,7.0,14.9,7.2,17.2,8.5,1.1,2.1,2.8,2.6,46625,16642,68076,12121,(X),(X),40.6,(X),(X),(X),712,147,4.9,6.3,2.4,3.1,8.4,7.8,15.2,11.7,11.5,8.6,12.8,8.3,18.7,9.0,21.1,11.1,1.4,2.9,3.7,3.5,57885,28695,N,N,(X),(X),(X),(X),(X),(X),337,125,12.2,8.7,15.7,14.5,11.6,9.0,29.7,23.2,15.4,10.8,6.5,7.0,7.4,7.4,0.0,13.8,1.5,2.7,0.0,13.8,32760,10896,34072,7317,(X),(X),(X),(X),43.6,(X),
860Z200US86502,ZCTA5 86502,348,51,25.0,6.6,12.4,5.8,18.4,7.3,5.5,4.0,16.4,5.1,8.3,4.2,8.9,6.0,5.2,4.1,0.0,12.1,0.0,12.1,21146,4088,33293,6120,79.9,(X),(X),(X),(X),(X),180,38,14.4,8.3,8.3,6.0,16.1,12.0,4.4,5.9,16.7,7.4,16.1,8.6,13.9,9.7,10.0,7.2,0.0,21.9,0.0,21.9,41667,10064,47732,8979,(X),(X),86.7,(X),(X),(X),88,32,4.5,6.6,6.8,8.4,30.7,23.9,9.1,11.7,14.8,11.4,13.6,11.0,11.4,16.4,9.1,11.8,0.0,37.1,0.0,37.1,32083,23992,N,N,(X),(X),(X),(X),(X),(X),168,42,38.7,11.2,18.5,9.6,20.8,12.0,6.5,5.4,11.9,7.2,0.0,23.2,3.6,5.3,0.0,23.2,0.0,23.2,0.0,23.2,11759,2066,16472,5061,(X),(X),(X),(X),70.2,(X),
860Z200US31804,ZCTA5 31804,1914,231,3.7,3.1,0.0,2.4,2.9,2.3,6.6,5.0,8.9,5.9,14.3,6.4,12.9,6.5,20.4,8.2,8.9,5.9,21.4,7.5,100761,30490,131734,24404,57.2,(X),(X),(X),(X),(X),1557,213,3.0,2.9,0.0,3.0,0.8,1.5,2.0,2.4,14.6,9.6,9.7,5.5,14.4,7.6,20.0,8.7,11.5,7.2,24.0,9.2,124632,37994,145440,29727,(X),(X),52.9,(X),(X),(X),1244,192,2.7,3.2,0.0,3.7,0.0,3.7,2.5,3.1,6.8,7.2,10.1,6.2,10.3,7.6,23.7,9.8,13.9,8.9,30.0,10.9,147564,23622,N,N,(X),(X),(X),(X),(X),(X),357,158,6.7,10.4,0.0,12.4,11.8,10.4,26.9,21.3,13.4,11.7,11.8,11.8,6.2,9.4,18.5,18.4,0.0,12.4,4.8,7.9,40234,27963,57421,23198,(X),(X),(X),(X),53.5,(X),
860Z200US48114,ZCTA5 48114,7915,294,1.0,0.7,1.6,0.7,3.7,1.2,4.0,1.5,9.3,2.2,8.6,1.5,12.6,1.9,22.6,2.7,14.0,2.2,22.9,2.4,118581,4471,155353,9692,28.1,(X),(X),(X),(X),(X),6351,280,0.6,0.4,0.6,0.4,2.4,1.0,2.2,1.1,7.8,2.6,7.5,1.6,12.0,2.4,25.5,3.1,15.8,2.6,25.7,2.8,128481,4474,167213,10685,(X),(X),28.0,(X),(X),(X),5433,266,0.7,0.5,0.1,0.2,1.7,0.9,1.6,1.2,6.7,2.6,5.7,1.5,11.0,2.3,25.5,3.4,17.9,3.0,29.2,3.0,139345,13013,N,N,(X),(X),(X),(X),(X),(X),1564,212,2.5,2.4,6.3,2.8,9.7,4.7,10.5,5.9,15.5,5.2,16.0,4.4,13.4,4.8,10.5,4.0,6.9,3.7,8.6,4.2,58710,10556,95575,16653,(X),(X),(X),(X),28.5,(X),
860Z200US82833,ZCTA5 82833,163,134,0.0,20.4,0.0,20.4,69.9,43.6,0.0,20.4,0.0,20.4,30.1,43.6,0.0,20.4,0.0,20.4,0.0,20.4,0.0,20.4,-,**,33185,16603,64.4,(X),(X),(X),(X),(X),105,105,0.0,29.2,0.0,29.2,53.3,53.3,0.0,29.2,0.0,29.2,46.7,53.3,0.0,29.2,0.0,29.2,0.0,29.2,0.0,29.2,-,**,N,N,(X),(X),100.0,(X),(X),(X),105,105,0.0,29.2,0.0,29.2,53.3,53.3,0.0,29.2,0.0,29.2,46.7,53.3,0.0,29.2,0.0,29.2,0.0,29.2,0.0,29.2,-,**,N,N,(X),(X),(X),(X),(X),(X),58,80,0.0,41.8,0.0,41.8,100.0,41.8,0.0,41.8,0.0,41.8,0.0,41.8,0.0,41.8,0.0,41.8,0.0,41.8,0.0,41.8,-,**,N,N,(X),(X),(X),(X),0.0,(X),
860Z200US93604,ZCTA5 93604,171,93,17.0,23.3,4.7,7.8,0.0,21.8,0.0,21.8,2.3,4.6,7.0,12.3,0.0,21.8,10.5,12.8,38.0,25.3,20.5,26.4,181375,99580,186708,105747,41.5,(X),(X),(X),(X),(X),152,91,19.1,26.1,0.0,24.0,0.0,24.0,0.0,24.0,2.6,5.3,7.9,13.7,0.0,24.0,4.6,6.9,42.8,29.4,23.0,29.4,193125,65847,202200,116606,(X),(X),46.7,(X),(X),(X),123,79,0.0,28.5,0.0,28.5,0.0,28.5,0.0,28.5,3.3,6.6,9.8,16.5,0.0,28.5,5.7,8.4,52.8,33.7,28.5,33.8,194938,9518,N,N,(X),(X),(X),(X),(X),(X),19,22,0.0,77.8,42.1,57.9,0.0,77.8,0.0,77.8,0.0,77.8,0.0,77.8,0.0,77.8,57.9,57.9,0.0,77.8,0.0,77.8,-,**,N,N,(X),(X),(X),(X),0.0,(X),
860Z200US47725,ZCTA5 47725,7660,419,1.7,1.0,1.6,1.1,2.5,1.4,6.7,3.3,8.1,3.4,13.1,3.2,14.2,3.2,23.3,5.0,13.9,3.7,14.8,3.1,105528,12501,134798,13815,32.1,(X),(X),(X),(X),(X),5982,408,0.8,0.9,0.8,0.5,1.6,1.3,3.0,1.9,6.1,4.0,9.5,3.3,15.1,4.0,28.6,6.1,16.6,4.4,17.9,4.0,117382,9853,152229,16345,(X),(X),32.7,(X),(X),(X),5025,386,0.9,1.0,0.9,0.6,0.5,0.7,1.1,1.0,6.3,4.6,8.7,3.6,14.3,4.0,29.1,6.0,16.9,4.4,21.3,4.6,128782,10373,N,N,(X),(X),(X),(X),(X),(X),1678,372,4.9,3.1,4.5,4.6,8.6,5.6,18.2,11.2,15.3,6.9,25.9,9.0,10.0,5.8,6.0,3.8,2.9,2.9,3.8,3.3,49200,7500,70782,17564,(X),(X),(X),(X),28.5,(X),
860Z200US36693,ZCTA5 36693,7615,505,3.9,1.7,3.2,1.6,6.8,2.1,7.4,2.5,16.2,4.2,16.8,3.2,13.9,2.8,15.8,3.2,8.3,1.6,7.7,2.6,69580,6441,88345,6920,40.1,(X),(X),(X),(X),(X),4873,465,1.5,1.3,2.3,1.8,4.0,2.0,5.5,2.6,16.5,6.0,18.2,4.2,11.4,2.7,21.5,4.4,11.0,2.2,8.2,2.6,80012,11532,97132,7029,(X),(X),33.3,(X),(X),(X),3518,380,0.2,0.4,0.0,1.1,1.6,1.3,3.6,2.6,12.6,6.9,17.7,4.8,13.1,3.4,26.7,5.8,13.4,2.9,11.0,3.5,103030,11199,N,N,(X),(X),(X),(X),(X),(X),2742,434,9.6,4.2,6.2,3.2,11.7,4.3,10.8,4.9,15.5,5.3,12.7,4.7,19.1,6.2,5.2,2.9,2.4,1.9,6.8,5.0,46484,7009,70141,13989,(X),(X),(X),(X),49.6,(X),
860Z200US50446,ZCTA5 50446,219,42,0.5,1.1,0.0,10.8,3.7,3.9,10.0,6.4,9.1,7.2,12.8,5.5,14.6,7.6,23.7,11.9,17.8,14.3,7.8,6.3,98750,21222,110436,16493,29.7,(X),(X),(X),(X),(X),171,41,0.0,13.6,0.0,13.6,2.9,4.2,3.5,4.0,9.9,8.8,8.2,5.6,14.6,8.2,31.6,13.8,19.3,18.5,9.9,7.9,129375,29640,125713,19797,(X),(X),32.2,(X),(X),(X),149,38,0.0,15.4,0.0,15.4,0.7,1.6,1.3,1.8,6.7,8.3,9.4,6.7,16.1,9.6,32.2,15.6,22.1,20.8,11.4,9.1,133750,20012,N,N,(X),(X),(X),(X),(X),(X),48,21,2.1,5.4,0.0,37.5,6.3,9.9,33.3,22.6,6.3,10.0,29.2,20.2,14.6,18.7,8.3,14.8,0.0,37.5,0.0,37.5,51250,24633,50975,12876,(X),(X),(X),(X),20.8,(X),
860Z200US40870,ZCTA5 40870,260,84,0.0,13.4,3.1,3.6,5.0,9.1,6.9,8.4,44.6,20.8,20.8,17.3,10.8,12.1,5.4,6.5,0.8,1.3,2.7,4.1,46961,4343,57031,10094,47.3,(X),(X),(X),(X),(X),215,85,0.0,15.9,0.0,15.9,0.0,15.9,1.4,3.6,56.3,23.3,25.1,20.8,13.0,13.8,0.0,15.9,0.9,1.6,3.3,5.0,47361,5290,58819,9857,(X),(X),54.9,(X),(X),(X),134,76,0.0,24.1,0.0,24.1,0.0,24.1,0.0,24.1,66.4,24.1,21.6,23.2,5.2,7.2,0.0,24.1,1.5,2.9,5.2,8.0,47056,4979,N,N,(X),(X),(X),(X),(X),(X),45,36,0.0,47.5,17.8,19.5,28.9,39.9,40.0,39.8,13.3,24.2,0.0,47.5,0.0,47.5,0.0,47.5,0.0,47.5,0.0,47.5,30313,20600,26353,7583,(X),(X),(X),(X),11.1,(X),
860Z200US56235,ZCTA5 56235,217,42,0.0,8.8,0.9,2.3,4.1,3.9,5.5,2.9,18.9,7.6,18.0,6.6,24.9,7.4,14.3,4.4,10.1,4.4,3.2,2.2,80521,17070,86588,8484,34.6,(X),(X),(X),(X),(X),158,33,0.0,11.9,0.0,11.9,1.3,3.5,10.8,7.6,10.1,5.3,19.0,8.6,24.7,8.6,16.5,4.8,13.3,6.0,4.4,3.2,87500,10931,94968,9948,(X),(X),33.5,(X),(X),(X),124,22,0.0,14.9,0.0,14.9,1.6,4.6,3.2,3.2,12.1,6.6,16.1,8.3,24.2,8.4,21.0,5.8,16.1,7.1,5.6,4.1,98125,4621,N,N,(X),(X),(X),(X),(X),(X),59,23,0.0,28.1,3.4,7.8,11.9,10.8,11.9,8.4,22.0,16.7,18.6,10.7,23.7,14.6,8.5,8.2,0.0,28.1,0.0,28.1,53125,26395,58017,10159,(X),(X),(X),(X),16.9,(X),
860Z200US03832,ZCTA5 03832,182,42,2.2,3.3,2.2,3.5,4.4,4.3,3.8,3.3,13.2,9.3,23.6,9.3,23.1,9.4,10.4,5.4,4.9,4.3,12.1,6.5,75833,8170,113571,30307,22.5,(X),(X),(X),(X),(X),112,33,2.7,3.6,3.6,5.9,1.8,3.0,5.4,5.6,7.1,7.6,25.9,14.2,27.7,13.9,4.5,4.1,7.1,6.2,14.3,9.3,79500,7844,115311,33354,(X),(X),32.1,(X),(X),(X),94,30,3.2,4.4,0.0,30.1,1.1,2.1,3.2,4.5,6.4,7.0,25.5,15.1,30.9,15.2,5.3,5.1,7.4,7.5,17.0,11.1,81136,7484,N,N,(X),(X),(X),(X),(X),(X),70,29,1.4,5.0,0.0,36.7,8.6,9.3,5.7,7.3,21.4,19.2,17.1,14.7,15.7,10.7,20.0,13.1,2.9,4.9,7.1,6.1,59000,26840,108013,48690,(X),(X),(X),(X),7.1,(X),
